relation	word1	pos1	word2	pos2
hypernym	學期	Na	制度	Na
synonym	升高	VA	昇高	VA
synonym	留	VC	遺留下	VD
hypernym	電腦	Na	工具	Na
synonym	然	Cbb	只不過	Cbb
antonym	母親	Na	父	Na
hypernym	焉能	VL	如何	D
antonym	之後	Ng	前面	Ncd
hypernym	詐騙	VD	騙	VC
hypernym	鼻	Na	器官	Na
hypernym	升	Nf	單位	Na
synonym	定型化	A	定型	A
hypernym	字	Na	符號	Na
antonym	沒有	VJ	存有	VJ
synonym	下台	VA	下臺	VA
hypernym	美元	Na	單位	Na
synonym	祇	Da	只不過	Da
co-hyponym	秦	Nd	隋	Nd
hypernym	詬病	VB	批	VC
antonym	折	VD	勝	VD
synonym	照理說	Dk	照道理說	Dk
hypernym	罐子	Na	容器	Na
hypernym	痛恨	VJ	生氣	VH
co-hyponym	羊	Na	兔	Na
antonym	撤	VC	加	VC
hypernym	桶	Na	工具	Na
hypernym	秀	Na	娛樂	Na
hypernym	波音	Nb	飛機	Na
antonym	緩	VH	急	VH
antonym	過往	Nd	以後	Nd
hypernym	草	Na	植物	Na
synonym	以致	Cbb	以至於	Cbb
synonym	大伙兒	Nh	大伙	Nh
synonym	祇要	Cbb	只要	Cbb
antonym	提高	VA	降低	VA
hypernym	候	Na	時間	Na
co-hyponym	耳	Na	鼻	Na
synonym	下臺	VA	下台	VA
hypernym	外套	Na	服飾	Na
hypernym	捲	VC	帶	VC
meronym	婚前	Nd	時間	Na
hypernym	叫	VC	訂購	VC
synonym	杜鵑	Na	杜鵑花	Na
hypernym	正	VH	美麗	VH
antonym	女	Na	男人	Na
antonym	遠	VH	接近	VH
hypernym	小	VH	挫	VC
antonym	乾	VH	水	VH
synonym	肚子	Na	心	Na
hypernym	商品	Na	金錢	Na
synonym	變	VG	轉變為	VG
hypernym	高市	Nc	臺灣	Nc
synonym	比方說	P	例如	P
hypernym	窯	Na	設備	Na
antonym	特意	D	順道	D
hypernym	致使	VL	導因	VK
hypernym	董事會	Na	組織	Na
meronym	戰後	Nd	時間	Na
co-hyponym	水瓶座	Nb	巨蟹座	Nb
hypernym	館	Nc	地方	Nc
co-hyponym	林	Na	獵	Na
hypernym	獎金	Na	賞	Na
co-hyponym	周	Nd	夏	Nd
co-hyponym	上	Ncd	左	Ncd
antonym	僅	Da	不只	Da
synonym	點點	Neqa	一點點	Neqa
co-hyponym	元	Nd	夏	Nd
hypernym	傳真	Na	設備	Na
co-hyponym	獅子座	Nb	金牛座	Nb
co-hyponym	涼	Nb	燕	Na
hypernym	行為	Na	言行	Na
co-hyponym	龍	Na	狗	Na
co-hyponym	財政部	Na	內政部	Na
hypernym	腳	Na	器官	Na
synonym	蔣公	Nb	蔣介石	Nb
hypernym	相	Na	面目	Na
hypernym	丸	Na	固體	Na
antonym	醒	VA	睡覺	VA
synonym	給予	VD	賦與	VD
hypernym	午	Nd	時間	Na
hypernym	甘地	Nb	名稱	Na
hypernym	熱帶	Nc	區域	Na
hypernym	枝	Nf	單位	Na
synonym	儘管	Cbb	盡管	Cbb
synonym	對于	P	對於	P
hypernym	哀戚	VH	悲傷	VH
hypernym	山洞	Na	地形	Na
antonym	密	VH	寬	VH
antonym	先生	Na	房	Na
synonym	許許多多	Neqa	好多	Neqa
hypernym	投	VC	送出	VD
synonym	園	Na	幼稚園	Nc
antonym	落	VA	上昇	VA
co-hyponym	熊	Na	牛	Na
hypernym	綿	Na	產物	Na
hypernym	警察局	Nc	建築物	Na
synonym	比如說	P	比如	P
synonym	那裏	Ncd	哪裡	Ncd
hypernym	哀愁	VH	悲傷	VH
hypernym	三鐵	Na	娛樂	Na
synonym	甚至於	D	甚至	Cbb
hypernym	衛	Nc	區域	Na
synonym	如坐針氈	VH	焦灼	VH
co-hyponym	種	Nf	目	Nf
co-hyponym	黃	Na	黑	Na
hypernym	野	Nc	地方	Na
synonym	甚至於	D	以至於	Cbb
antonym	此	Ncd	那裡	Ncd
hypernym	區	Na	行政區	Na
co-hyponym	西	Ncd	南	Ncd
antonym	直接	VH	間接	D
co-hyponym	大學	Na	高中	Nc
hypernym	距	P	物理	Na
hypernym	赤	Na	顏色	Na
synonym	中國人	Na	華人	Na
hypernym	大打折扣	VB	打	VA
hypernym	一生	Na	時間	Na
meronym	戰前	Nd	時間	Na
antonym	以下	Ng	之上	Ng
hypernym	伊拉克	Nc	地方	Nc
antonym	良好	VH	差	VH
hypernym	躺	VJ	息	VA
meronym	波蘭	Nc	歐洲	Nc
antonym	熱	VHC	冷場	VH
antonym	以前	Ng	之後	Ng
synonym	沉醉	VI	沈醉	VI
antonym	午后	Nd	午前	Nd
synonym	大氣	Na	息	Na
hypernym	命	Na	狀況	Na
hypernym	首飾	Na	服飾	Na
hypernym	友人	Na	關係	Na
synonym	照理說	Dk	照說	Dk
co-hyponym	牛	Na	猴	Na
synonym	引以為鑒	VH	引以為惕	VH
hypernym	小孩	Na	人類	Na
hypernym	繁	Na	語言	Na
hypernym	邵族	Nb	原住民	Na
antonym	不到	VJ	到	VCL
hypernym	韓國	Nc	組織	Na
synonym	轉眼間	Nd	瞬	Nf
hypernym	終	VH	死掉	VH
antonym	上台	VA	下臺	VA
hypernym	德	Nc	國家	Na
synonym	副熱帶	Na	亞熱帶	Nc
antonym	好	VH	差	VH
hypernym	俄羅斯	Nc	國家	Na
co-hyponym	秦	Nd	明	Nd
synonym	要不然	Cbb	要不	Cbb
hypernym	請問	VE	問道	VE
hypernym	財產	Na	財務	Na
hypernym	山路	Na	道路	Na
hypernym	麻	Na	植物	Na
synonym	吞下去	VB	吞	VC
hypernym	宮	Nc	場所	Na
hypernym	精品	Na	商品	Na
antonym	那邊	Ncd	這兒	Ncd
synonym	照理說	Dk	照理	D
hypernym	所	Nf	單位	Na
hypernym	禪	Nb	佛教	Nb
hypernym	台北	Nc	地方	Nc
antonym	利	VH	鈍	VH
synonym	來自	VJ	來自於	VJ
antonym	淡	VH	鹹	VH
hypernym	落寞	VH	悲傷	VH
hypernym	位	Na	制度	Na
hypernym	沮喪	VH	悲傷	VH
hypernym	明星	Na	人	Na
synonym	孔明	Nb	諸葛亮	Nb
hypernym	下屬	Na	關係	Na
hypernym	酒店	Nc	店	Nc
hypernym	資料庫	Na	設備	Na
antonym	不需	D	需要	VK
hypernym	贈送	VD	賦	VD
antonym	導因	Na	結果	Na
antonym	弘	VH	小	VH
antonym	老	VH	新	VH
hypernym	區	Na	區域	Na
co-hyponym	水瓶座	Nb	金牛座	Nb
hypernym	姿	Na	外貌	Na
hypernym	不加	D	勿	D
hypernym	滴	Nf	單位	Na
hypernym	鍋子	Na	容器	Na
hypernym	化	VC	物理	Na
hypernym	江	Nc	地方	Nc
co-hyponym	燕	Na	涼	Nb
antonym	減	VC	添	VC
co-hyponym	包	Na	士	Na
hypernym	獅	Na	動物	Na
antonym	不行	VH	對	VH
antonym	害	Na	好處	Na
antonym	不止	Da	光	Da
antonym	之後	Nd	前	Nd
hypernym	柏林	Nc	城市	Na
co-hyponym	己	Neu	丁	Neu
co-hyponym	膽戰心驚	VH	徬徨	VH
hypernym	換取	VC	易	VH
antonym	假	VH	真實	VH
antonym	之內	Ng	外面	Ncd
antonym	薄	VJ	重視	VJ
hypernym	憂傷	VH	悲傷	VH
hypernym	贈送	VD	賦與	VD
antonym	前方	Ncd	後	Ncd
antonym	客氣	VH	不客氣	VH
antonym	正	Na	背	Na
antonym	好	VH	劣	VH
hypernym	狀況	Na	抽象	VH
antonym	長	Na	不足	Na
co-hyponym	清	Nd	秦	Nd
hypernym	駒	Na	車	Na
antonym	淡	VH	旺	VH
co-hyponym	天秤座	Nb	雙魚座	Nb
co-hyponym	非洲	Nc	歐洲	Nc
synonym	轉眼間	Nd	頓時	D
hypernym	市民	Na	居民	Na
hypernym	領	VC	接受	VC
hypernym	下跪	VB	跪	VA
antonym	下	VCL	登	VCL
antonym	后	Ng	以上	Ng
antonym	新興	A	老	VH
antonym	那兒	Ncd	這裡	Ncd
hypernym	當兵	VA	充	VG
hypernym	叔	Na	名稱	Na
synonym	有沒有	D	有否	D
hypernym	宅	Na	房子	Na
co-hyponym	黑	Na	黃	Na
hypernym	小朋友	Na	人類	Na
antonym	錯	VH	對	VH
hypernym	嶄新	VH	新	VH
hypernym	賺	VC	入	VCL
hypernym	禮聘	VF	聘任	VF
co-hyponym	咸	Nb	益	Dfa
meronym	山頂	Nc	山	Na
hypernym	拉	VC	挫	VC
co-hyponym	漢	Nd	隋	Nd
hypernym	小學	Nc	組織	Na
hypernym	稻	Na	食物	Na
hypernym	推	VC	打	VC
synonym	祇不過	Da	僅有	VJ
hypernym	流量	Na	物理	Na
antonym	單單	Da	不僅	Da
hypernym	良方	Na	法	Na
co-hyponym	將	Na	馬	Na
co-hyponym	旅	VCL	師	Na
hypernym	生產力	Na	能力	Na
hypernym	闊葉林	Na	森林	Na
hypernym	威尼斯	Nc	城市	Na
antonym	祕	Na	漏出	VC
antonym	柔	VH	硬	VH
co-hyponym	熊	Na	鷹	Na
hypernym	秒	Nf	單位	Na
meronym	好萊塢	Nc	美國	Nc
hypernym	斥	VC	使	VL
meronym	中	Ng	時間	Na
hypernym	擊	VC	打	VC
antonym	撤	VC	添	VC
hypernym	釣魚	VA	垂釣	VA
antonym	男性	Na	女人	Na
hypernym	南極	Nc	區域	Na
hypernym	駒	Na	馬	Na
synonym	例如說	P	比如	P
antonym	歿	VH	生存	VH
meronym	用	Na	設備	Na
hypernym	侯	Nb	名稱	Na
synonym	更何況	Cbb	況	Cbb
co-hyponym	士	Na	象	Na
co-hyponym	涼	Nb	漢	Nd
co-hyponym	哥哥	Na	姊姊	Na
co-hyponym	車	Na	將	Na
co-hyponym	熊	Na	虎	Na
antonym	壞	VH	舒服	VH
hypernym	周	Nb	名稱	Na
co-hyponym	井	Na	剝	VC
co-hyponym	亞	Na	冠	Na
antonym	疏	VH	嫻熟	VJ
hypernym	會員	Na	員	Na
synonym	給予	VD	賦	VD
meronym	後代	Na	人	Na
hypernym	北平	Nc	行政區	Na
hypernym	磨	Na	工具	Na
antonym	這兒	Ncd	那裏	Ncd
hypernym	四川省	Nc	地方	Nc
hypernym	集成	Na	作品	Na
antonym	嚴峻	VH	淺	VH
co-hyponym	大學生	Na	高中生	Na
hypernym	地理	Na	學術	Na
meronym	夾道	Na	建築物	Na
co-hyponym	虎	Na	馬	Na
meronym	子宮	Na	女	Na
hypernym	吸	VC	拉	VC
synonym	少許	Neqa	一點兒	Neqa
meronym	窗	Na	房子	Na
hypernym	物理	Na	學術	Na
meronym	年尾	Nd	時間	Na
hypernym	流域	Na	區域	Na
antonym	晉	VA	下降	VA
co-hyponym	有線	A	無線	A
antonym	存	VH	死	VH
co-hyponym	狗	Na	龍	Na
hypernym	聯合國開發計畫署	Nb	組織	Na
hypernym	頂	VC	回	VD
antonym	弊	Na	好處	Na
antonym	黑	VH	白	VH
antonym	生	VH	練	VH
synonym	可能	Na	可能性	Na
hypernym	惹到	VC	惹	VC
synonym	相比	VB	倚	VCL
hypernym	川	Nc	地方	Nc
antonym	使得	VA	不能	D
hypernym	夏	Nd	時間	Na
hypernym	幫忙	VC	幫	VC
synonym	吐出	VC	說出來	VB
hypernym	身邊	Nc	狀況	Na
hypernym	紀念堂	Nc	建築物	Na
hypernym	球	Na	空間	Na
synonym	當成	VG	作為	VG
synonym	記下來	VB	存	VC
synonym	準	VE	准	VE
hypernym	尷尬	VH	悲傷	VH
synonym	公告週知	VI	周知	VI
synonym	大自然	Nc	自然界	Nc
co-hyponym	師	Na	比	VC
synonym	翻譯成	VG	譯成	VG
co-hyponym	韓	Nb	魏	Nb
hypernym	耗油	VC	燒	VC
co-hyponym	乾	VH	井	Na
hypernym	實體	Na	實	Na
hypernym	鮮	VH	味道	Na
co-hyponym	唐	Nd	周	Nd
hypernym	牴	Na	角	Na
hypernym	保	Nc	國家	Na
hypernym	氣味	Na	性質	Na
meronym	月初	Nd	時間	Na
antonym	直	VH	曲	VH
synonym	傳媒	Na	媒體	Na
antonym	加入	VC	減	VC
antonym	之下	Ng	上面	Ncd
co-hyponym	義	Na	孝	Na
hypernym	派員	VF	動	VA
co-hyponym	過去	Nd	現在	Nd
synonym	中華	Nc	中國	Na
synonym	轉眼間	Nd	轉瞬間	Nd
synonym	不但	Cbb	不僅僅	Cbb
hypernym	次	Nf	單位	Na
antonym	高聲	D	低	VH
hypernym	焦躁	VH	生氣	VH
antonym	提前	VB	延	VC
synonym	祇不過	Da	惟有	D
antonym	佳	VH	劣	VH
antonym	戰	VA	和解	VA
antonym	提早	VL	延後	VC
synonym	有點	Dfa	有點兒	Dfa
co-hyponym	虎	Na	兔	Na
co-hyponym	書	Na	數	Na
hypernym	鳴唱	VA	喚	VA
co-hyponym	刀	Na	槍	Na
hypernym	失落	VH	悲傷	VH
antonym	升級	VH	降低	VA
hypernym	秀	Nb	名稱	Na
co-hyponym	信	Na	愛	Na
synonym	為什麼	D	因何	D
hypernym	通信	VA	通	VC
hypernym	瓦	Na	單位	Na
co-hyponym	周	Nd	隋	Nd
co-hyponym	漢	Nd	秦	Nd
co-hyponym	豐	VH	隨	VH
antonym	男	Na	女性	Na
hypernym	搭配	VC	調	VC
antonym	早	Nd	后	Nd
hypernym	紅	Na	顏色	Na
synonym	記下來	VB	志	VC
co-hyponym	翼	Na	星	Na
hypernym	局	Nf	單位	Na
hypernym	碟子	Na	容器	Na
hypernym	轉化為	VG	變	VG
co-hyponym	龍	Na	象	Na
hypernym	香	VH	熟	VH
synonym	天下	Na	界	Na
synonym	好比	P	例如說	P
hypernym	警局	Nc	建築物	Na
hypernym	遊樂區	Nc	區域	Na
hypernym	牛郎	Na	人	Na
meronym	年初	Nd	時間	Na
hypernym	人生	Na	時間	Na
synonym	變為	VG	轉變為	VG
hypernym	虎	Na	動物	Na
hypernym	畫	Na	作品	Na
antonym	光	Da	不僅僅	Da
hypernym	機	Na	幹	Na
hypernym	作品	Na	產物	Na
hypernym	肇致	VL	引致	VL
hypernym	紫	Na	名稱	Na
co-hyponym	金	Na	石	Na
synonym	威脅到	VC	威脅	VC
hypernym	裡頭	Ncd	位置	Nc
hypernym	象	Na	物理	Na
synonym	陽光	Na	太陽	Na
synonym	如果說	Cbb	要是	Cbb
hypernym	壯	VH	狀況	Na
hypernym	驚慌	VH	驚訝	VK
hypernym	領取	VC	取	VC
co-hyponym	剝	VC	離	VC
hypernym	東亞	Nc	區域	Na
hypernym	酸楚	VH	悲傷	VH
hypernym	大學	Nc	位置	Nc
hypernym	展	Na	活動	Na
hypernym	生意	Na	活動	Na
hypernym	部	Na	軍隊	Na
synonym	意想不到	VK	想不到	Dk
hypernym	東北	Ncd	行政區	Na
hypernym	韻律	Na	作品	Na
antonym	加上	VC	減	VC
hypernym	英	A	外貌	Na
co-hyponym	愛	Na	仁	Na
synonym	若非	Cbb	要不是	Cbb
hypernym	領	VC	受	VJ
hypernym	床	Nf	單位	Na
co-hyponym	虎	Na	鷹	Na
co-hyponym	牛	Na	熊	Na
hypernym	清	VH	外貌	Na
hypernym	杯子	Na	容器	Na
hypernym	杭	Nc	地方	Nc
hypernym	作為	Na	舉止	Na
antonym	冷	VH	旺	VH
co-hyponym	明	Nd	今	Nd
hypernym	南區	Nc	區域	Na
hypernym	灣	Nb	區域	Na
antonym	好處	Na	弊	Na
hypernym	制服	Na	衣服	Na
antonym	祕	Na	洩	VC
hypernym	追求	VC	跟	VC
synonym	長於	VL	精	VL
hypernym	箱	Na	單位	Na
antonym	陽	Na	陰	Na
antonym	不光	Da	僅	Da
hypernym	韓國	Nc	地方	Nc
hypernym	溫暖	VHC	溫	VHC
co-hyponym	警員	Na	警探	Na
antonym	提高	VA	降	VA
co-hyponym	殿	Na	冠	Na
hypernym	船錨	Na	錨	Na
hypernym	鐵錨	Na	錨	Na
hypernym	錨	Na	工具	Na
meronym	錨	Na	船	Na
synonym	箭	Na	矢	Na
hypernym	毒箭	Na	箭	Na
hypernym	弓箭	Na	箭	Na
hypernym	鐵箭	Na	箭	Na
hypernym	弩箭	Na	箭	Na
hypernym	箭	Na	武器	Na
hypernym	箭	Na	兵器	Na
meronym	箭	Na	弓箭	Na
meronym	箭頭	Na	箭	Na
meronym	箭翎	Na	箭	Na
synonym	包	Na	袋子	Na
synonym	包	Na	包包	Na
synonym	包	Na	袋	Na
hypernym	皮包	Na	包	Na
hypernym	書包	Na	包	Na
hypernym	錢包	Na	包	Na
hypernym	布包	Na	包	Na
hypernym	包	Na	生活品	Na
hypernym	包	Na	日用品	Na
hypernym	包	Na	工具	Na
meronym	拉鎖	Na	包	Na
meronym	提手	Na	包	Na
hypernym	乒乓球	Na	球	Na
hypernym	冰球	Na	球	Na
hypernym	籃球	Na	球	Na
hypernym	排球	Na	球	Na
hypernym	足球	Na	球	Na
meronym	球膽	Na	球	Na
meronym	球皮	Na	球	Na
meronym	球心	Na	球	Na
synonym	熊	Na	狗熊	Na
hypernym	灰熊	Na	熊	Na
hypernym	棕熊	Na	熊	Na
hypernym	北極熊	Na	熊	Na
hypernym	熊	Na	動物	Na
meronym	熊爪子	Na	熊	Na
meronym	熊掌	Na	熊	Na
hypernym	鋼絲床	Na	床	Na
hypernym	平板床	Na	床	Na
hypernym	雙層床	Na	床	Na
hypernym	吊床	Na	床	Na
hypernym	木床	Na	床	Na
hypernym	床	Na	傢俱	Na
meronym	床板	Na	床	Na
meronym	床腿	Na	床	Na
hypernym	老鷹	Na	鳥	Na
hypernym	大雁	Na	鳥	Na
hypernym	燕子	Na	鳥	Na
hypernym	鴕鳥	Na	鳥	Na
hypernym	麻雀	Na	鳥	Na
hypernym	貓頭鷹	Na	鳥	Na
hypernym	翠鳥	Nb	鳥	Na
hypernym	雞	Na	鳥	Na
hypernym	鴿子	Na	鳥	Na
hypernym	鴨子	Na	鳥	Na
hypernym	鳥	Na	動物	Na
meronym	鳥喙	Na	鳥	Na
meronym	眼睛	Na	鳥	Na
meronym	嘴	Na	鳥	Na
meronym	爪子	Na	鳥	Na
meronym	羽毛	Na	鳥	Na
meronym	翅膀	Na	鳥	Na
synonym	血	Na	血液	Na
hypernym	B型血	Nb	血	Na
hypernym	A型血	Nb	血	Na
hypernym	雞血	Na	血	Na
hypernym	鮮血	Na	血	Na
meronym	血	Na	身體	Na
meronym	血	Na	血管	Na
meronym	白細胞	Na	血	Na
meronym	紅細胞	Na	血	Na
meronym	水	Na	血	Na
meronym	血小板	Na	血	Na
synonym	船	Na	舟	Na
synonym	船	Na	船舶	Na
hypernym	氣墊船	Na	船	Na
hypernym	輪船	Na	船	Na
hypernym	漁船	Na	船	Na
hypernym	帆船	Na	船	Na
hypernym	舢板	Na	船	Na
meronym	螺旋槳	Na	船	Na
meronym	船槳	Na	船	Na
meronym	船錨	Na	船	Na
meronym	船艙	Na	船	Na
meronym	甲板	Na	船	Na
meronym	推進器	Na	船	Na
synonym	書	Na	書籍	Na
hypernym	期刊	Na	書	Na
hypernym	畫冊	Na	書	Na
hypernym	課本	Na	書	Na
hypernym	雜誌	Na	書	Na
hypernym	工具書	Na	書	Na
hypernym	參考書	Na	書	Na
hypernym	書	Na	讀物	Na
meronym	紙	Na	書	Na
meronym	扉頁	Na	書	Na
meronym	封底	Na	書	Na
meronym	書脊	Na	書	Na
meronym	封面	Na	書	Na
hypernym	大碗	Na	碗	Na
hypernym	瓷碗	Na	碗	Na
hypernym	木碗	Na	碗	Na
hypernym	玻璃碗	Na	碗	Na
hypernym	石碗	Na	碗	Na
hypernym	碗	Na	器皿	Na
hypernym	碗	Na	容器	Na
hypernym	碗	Na	餐具	Na
meronym	碗口	Na	碗	Na
meronym	碗壁	Na	碗	Na
meronym	碗底	Na	碗	Na
synonym	胸	Na	胸部	Na
synonym	胸	Na	乳房	Na
antonym	胸	Na	背部	Na
antonym	胸	Na	腹背	Na
hypernym	平胸	Na	胸	Na
hypernym	雞胸	Na	胸	Na
hypernym	胸	Na	器官	Na
meronym	胸	Na	身體	Na
meronym	胸	Na	軀幹	Na
meronym	胸腔	Na	胸	Na
synonym	橋	Na	橋樑	Na
antonym	橋	Na	路	Na
hypernym	竹橋	Na	橋	Na
hypernym	木橋	Na	橋	Na
hypernym	石拱橋	Na	橋	Na
hypernym	石橋	Na	橋	Na
hypernym	磚橋	Na	橋	Na
hypernym	橋	Na	建築	Na
hypernym	橋	Na	藝術品	Na
hypernym	橋	Na	通道	Na
meronym	橋墩	Na	橋	Na
meronym	橋面	Na	橋	Na
meronym	引橋	Na	橋	Na
meronym	橋樑	Na	橋	Na
meronym	橋臺	Na	橋	Na
meronym	橋孔	Na	橋	Na
synonym	桶	Na	箱	Na
hypernym	木桶	Na	桶	Na
hypernym	鐵桶	Na	桶	Na
hypernym	塑膠桶	Na	桶	Na
hypernym	水桶	Na	桶	Na
hypernym	桶	Na	器皿	Na
hypernym	桶	Na	容器	Na
hypernym	桶	Na	器具	Na
meronym	底	Na	桶	Na
meronym	蓋	Na	桶	Na
meronym	把手	Na	桶	Na
synonym	糖	Na	糖果	Na
antonym	糖	Na	鹽	Na
hypernym	橡皮糖	Na	糖	Na
hypernym	葡萄糖	Na	糖	Na
hypernym	奶糖	Na	糖	Na
hypernym	紅糖	Na	糖	Na
hypernym	冰糖	Na	糖	Na
hypernym	夾心糖	Na	糖	Na
hypernym	白糖	Na	糖	Na
hypernym	糖	Na	食品	Na
hypernym	糖	Na	佐料	Na
hypernym	糖	Na	食物	Na
meronym	糖	Na	化合物	Na
synonym	貓	Na	貓咪	Na
hypernym	野貓	Na	貓	Na
hypernym	波斯貓	Na	貓	Na
hypernym	黑貓	Na	貓	Na
hypernym	白貓	Na	貓	Na
hypernym	花貓	Na	貓	Na
hypernym	狸貓	Na	貓	Na
hypernym	貓	Na	寵物	Na
meronym	爪子	Na	貓	Na
meronym	腦袋	Na	貓	Na
meronym	耳朵	Na	貓	Na
meronym	鬍鬚	Na	貓	Na
meronym	貓爪	Na	貓	Na
meronym	尾巴	Na	貓	Na
meronym	軀幹	Na	貓	Na
hypernym	野雞	Na	雞	Na
hypernym	小雞	Na	雞	Na
hypernym	烏雞	Na	雞	Na
hypernym	公雞	Na	雞	Na
hypernym	火雞	Na	雞	Na
hypernym	母雞	Na	雞	Na
hypernym	雞	Na	動物	Na
hypernym	雞	Na	家禽	Na
hypernym	雞	Na	食物	Na
meronym	腿	Na	雞	Na
meronym	腦袋	Na	雞	Na
meronym	雞冠	Na	雞	Na
meronym	耳朵	Na	雞	Na
meronym	雞爪	Na	雞	Na
meronym	眼睛	Na	雞	Na
meronym	翅膀	Na	雞	Na
meronym	頭	Na	雞	Na
meronym	雞翅	Na	雞	Na
meronym	尾巴	Na	雞	Na
synonym	圓	Na	圓形	Na
synonym	圓	Na	圓圈	Na
antonym	圓	Na	方	Na
antonym	圓	Na	正方形	Na
hypernym	橢圓	Na	圓	Na
hypernym	圓	Na	圖形	Na
meronym	弧	Na	圓	Na
meronym	圓心	Nc	圓	Na
meronym	圓點	Na	圓	Na
meronym	直徑	Na	圓	Na
synonym	雲	Na	雲朵	Na
hypernym	白雲	Na	雲	Na
hypernym	烏雲	Na	雲	Na
hypernym	積雲	Na	雲	Na
hypernym	卷雲	Na	雲	Na
hypernym	水牛	Na	牛	Na
hypernym	母牛	Na	牛	Na
hypernym	奶牛	Na	牛	Na
hypernym	野牛	Na	牛	Na
hypernym	黃牛	Na	牛	Na
hypernym	肉牛	Na	牛	Na
hypernym	公牛	Na	牛	Na
hypernym	犛牛	Na	牛	Na
hypernym	牛	Na	家畜	Na
meronym	角	Na	牛	Na
meronym	腿	Na	牛	Na
meronym	尾巴	Na	牛	Na
meronym	頭	Na	牛	Na
meronym	軀幹	Na	牛	Na
synonym	鹿	Na	麋	Na
hypernym	馴鹿	Na	鹿	Na
hypernym	水鹿	Na	鹿	Na
hypernym	長頸鹿	Na	鹿	Na
hypernym	梅花鹿	Na	鹿	Na
hypernym	麋鹿	Na	鹿	Na
hypernym	鹿	Na	動物	Na
meronym	鹿皮	Na	鹿	Na
meronym	鹿角	Na	鹿	Na
meronym	鹿筋	Na	鹿	Na
meronym	腿	Na	鹿	Na
meronym	頭	Na	鹿	Na
meronym	尾巴	Na	鹿	Na
meronym	軀幹	Na	鹿	Na
synonym	狗	Na	犬	Na
synonym	狗	Na	狗狗	Na
hypernym	金毛	Na	狗	Na
hypernym	導盲犬	Na	狗	Na
hypernym	交通犬	Na	狗	Na
hypernym	牧羊犬	Na	狗	Na
hypernym	藏獒	Na	狗	Na
hypernym	沙皮狗	Na	狗	Na
hypernym	哈巴狗	Na	狗	Na
hypernym	狼狗	Na	狗	Na
hypernym	哈士奇	Na	狗	Na
hypernym	松獅	Na	狗	Na
hypernym	狗	Na	家畜	Na
meronym	皮	Na	狗	Na
meronym	腿	Na	狗	Na
meronym	頭	Na	狗	Na
meronym	尾巴	Na	狗	Na
meronym	軀幹	Na	狗	Na
hypernym	防盜門	Na	門	Na
hypernym	金屬門	Na	門	Na
hypernym	石門	Nc	門	Na
hypernym	院門	Na	門	Na
hypernym	鐵門	Na	門	Na
hypernym	房門	Na	門	Na
hypernym	玻璃門	Na	門	Na
hypernym	城門	Na	門	Na
hypernym	木門	Na	門	Na
meronym	門	Na	建築物	Na
meronym	門	Na	院子	Na
meronym	門	Na	城池	Na
meronym	門	Na	房屋	Na
meronym	門	Na	房子	Na
meronym	門	Na	房間	Na
meronym	門洞	Na	門	Na
meronym	門框	Na	門	Na
meronym	門檻	Na	門	Na
meronym	門栓	Na	門	Na
meronym	把手	Na	門	Na
meronym	鎖	Na	門	Na
meronym	門扇	Na	門	Na
antonym	龍	Na	鳳凰	Na
hypernym	饕餮	Na	龍	Na
hypernym	龍	Na	動物	Na
hypernym	龍	Na	神獸	Na
meronym	鬍鬚	Na	龍	Na
meronym	角	Na	龍	Na
meronym	鱗	Na	龍	Na
meronym	龍頭	Na	龍	Na
meronym	尾巴	Na	龍	Na
hypernym	架子鼓	Na	鼓	Na
hypernym	軍鼓	Na	鼓	Na
hypernym	皮鼓	Na	鼓	Na
hypernym	戰鼓	Na	鼓	Na
hypernym	腰鼓	Na	鼓	Na
hypernym	鼓	Na	樂器	Na
meronym	鼓	Na	樂隊	Na
meronym	蒙皮	Na	鼓	Na
meronym	鼓槌	Na	鼓	Na
synonym	象	Na	大象	Na
hypernym	猛獁象	Na	象	Na
hypernym	非洲象	Na	象	Na
hypernym	亞洲象	Na	象	Na
hypernym	象	Na	動物	Na
meronym	鼻子	Na	象	Na
meronym	象牙	Na	象	Na
meronym	象鼻	Na	象	Na
synonym	臉	Na	面部	Na
synonym	臉	Na	面	Na
antonym	臉	Na	屁股	Na
hypernym	大臉	Na	臉	Na
hypernym	臉	Na	器官	Na
meronym	臉	Na	頭部	Na
meronym	臉	Na	身體	Na
meronym	額頭	Na	臉	Na
meronym	面頰	Na	臉	Na
meronym	嘴	Na	臉	Na
meronym	眉毛	Na	臉	Na
meronym	臉頰	Na	臉	Na
meronym	鼻子	Na	臉	Na
synonym	田	Na	田地	Na
synonym	田	Na	農田	Na
synonym	田	Na	地	Na
antonym	田	Na	池塘	Nc
hypernym	水田	Na	田	Na
hypernym	梯田	Na	田	Na
hypernym	稻田	Na	田	Na
hypernym	旱田	Na	田	Na
hypernym	田	Na	土地	Na
meronym	田	Na	村子	Na
meronym	土壤	Na	田	Na
meronym	田壟	Na	田	Na
meronym	莊稼	Na	田	Na
synonym	火	Na	火苗	Na
synonym	火	Na	火焰	Na
hypernym	大火	Na	火	Na
meronym	火苗	Na	火	Na
hypernym	黃花魚	Na	魚	Na
hypernym	草魚	Na	魚	Na
hypernym	鱸魚	Na	魚	Na
hypernym	鯰魚	Na	魚	Na
hypernym	黑魚	Na	魚	Na
hypernym	鱔魚	Na	魚	Na
